City_ID,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,fakse ladeplads,55.22,12.17,45.0,98,97,4.0,DK,1579969298
383,shiroishi,38.0,140.62,28.0,85,96,6.26,JP,1579969490
384,merauke,-8.47,140.33,76.15,89,80,3.51,ID,1579969490
385,pittsburg,38.03,-121.88,55.0,100,90,0.98,US,1579969490
386,west odessa,31.84,-102.5,46.99,73,100,4.0,US,1579969490
387,richards bay,-28.78,32.04,79.3,78,68,32.32,ZA,1579969490
388,axim,4.87,-2.24,93.18,39,7,8.81,GH,1579969490
389,pahrump,36.21,-115.98,50.0,59,4,1.01,US,1579969258
390,morehead,37.27,-87.18,37.99,85,96,7.0,US,1579969491
391,usinsk,65.99,57.53,-5.3,99,98,3.69,RU,1579969491
392,ulladulla,-35.35,150.47,73.99,89,100,8.12,AU,1579969358
393,berlevag,70.86,29.09,22.19,62,100,18.48,NO,1579969491
394,sakakah,29.97,40.21,46.49,54,97,15.01,SA,1579969491
395,kovur,14.48,79.98,72.79,66,92,6.58,IN,1579969491
396,diglur,18.55,77.6,77.76,35,11,1.81,IN,1579969492
397,osmena,10.52,119.93,80.2,87,100,8.16,PH,1579969492
398,amapa,1.0,-52.0,88.02,57,72,4.29,BR,1579969492
399,mount pleasant,32.79,-79.86,60.01,78,0,10.0,US,1579969492
400,kokopo,-4.35,152.26,82.63,80,61,5.88,PG,1579969498
401,birsk,55.42,55.54,23.43,93,95,13.2,RU,1579969498
402,chuy,-33.7,-53.46,88.29,34,69,12.06,UY,1579969498
403,qaqortoq,60.72,-46.03,17.6,61,75,2.24,GL,1579969498
404,nadym,65.53,72.52,-0.04,97,82,2.64,RU,1579969498
405,maltahohe,-24.83,16.98,85.93,8,0,25.55,NA,1579969498
406,zhangye,38.93,100.45,24.89,40,25,3.76,CN,1579969499
407,pinos puente,37.25,-3.75,54.0,98,100,95.0,ES,1579969499
408,idaho falls,43.47,-112.03,34.0,92,90,4.7,US,1579969364
409,hornepayne,49.21,-84.77,24.87,95,100,6.17,CA,1579969499
410,meulaboh,4.14,96.13,85.37,68,66,3.96,ID,1579969499
411,ozinki,51.18,49.68,32.58,97,100,17.69,RU,1579969499
412,ilulissat,69.22,-51.1,-2.2,77,40,3.36,GL,1579969499
413,chara,56.91,118.26,-11.09,92,88,2.13,RU,1579969499
414,isla mujeres,21.23,-86.73,78.01,65,41,8.99,MX,1579969500
415,impfondo,1.64,18.07,98.64,10,88,4.81,CG,1579969500
416,nouadhibou,20.93,-17.03,70.07,52,0,14.83,MR,1579969500
417,pudozh,61.81,36.53,22.35,93,93,6.89,RU,1579969500
418,dzerzhinsk,56.24,43.46,32.0,86,31,9.46,RU,1579969500
419,ocean city,39.28,-74.57,53.01,95,100,14.0,US,1579969500
420,hangu,39.25,117.79,36.64,62,0,3.78,CN,1579969500
421,vagur,61.47,-6.81,47.43,83,100,28.79,FO,1579969500
422,deputatskiy,69.3,139.9,-40.05,100,33,1.7,RU,1579969501
423,weligama,5.97,80.42,78.19,83,100,4.68,LK,1579969501
424,whyalla,-33.03,137.58,68.61,74,0,15.61,AU,1579969501
425,portree,57.41,-6.19,46.99,82,100,21.99,GB,1579969501
426,burnie,-41.07,145.92,62.01,99,100,3.0,AU,1579969501
427,balibago,15.16,120.6,78.01,89,4,6.15,PH,1579969501
428,sao teotonio,37.51,-8.71,59.0,82,0,5.01,PT,1579969501
429,nioro,13.35,-15.75,104.99,5,86,11.34,GM,1579969501
430,bhawana,31.57,72.65,56.55,33,0,7.78,PK,1579969501
431,kachiry,53.07,76.1,10.26,89,68,13.71,KZ,1579969501
432,olhao,37.03,-7.84,59.0,82,4,5.01,PT,1579969502
433,strezhevoy,60.73,77.59,0.73,96,71,6.53,RU,1579969502
434,knyaze-volkonskoye,48.46,135.46,-12.41,95,0,7.78,RU,1579969502
435,meiganga,6.52,14.3,87.28,10,91,7.9,CM,1579969502
436,cantapoy,9.49,125.44,76.62,85,24,3.4,PH,1579969502
437,mikuni,36.22,136.15,42.03,69,100,4.23,JP,1579969502
438,kendal,54.33,-2.75,44.01,95,99,4.0,GB,1579969502
439,karratha,-20.74,116.85,84.11,79,0,14.9,AU,1579969502
440,derzhavinsk,51.1,66.32,6.51,93,100,23.47,KZ,1579969503
441,vanavara,60.34,102.28,24.58,96,100,7.9,RU,1579969503
442,quatre cocos,-20.21,57.76,78.01,88,75,18.34,MU,1579969347
443,mirzapur,25.15,82.58,56.64,59,0,3.36,IN,1579969503
444,barao de melgaco,-16.19,-55.97,91.29,49,0,4.56,BR,1579969503
445,rabo de peixe,37.8,-25.58,63.0,80,99,5.01,PT,1579969503
446,mafinga,-7.25,35.07,70.99,95,100,4.23,TZ,1579969503
447,provideniya,64.38,-173.3,-8.1,88,0,4.47,RU,1579969504
448,tautira,-17.73,-149.15,78.01,78,100,11.63,PF,1579969504
449,baykit,61.67,96.37,20.53,96,100,5.12,RU,1579969423
450,treinta y tres,-33.23,-54.38,89.47,30,86,15.82,UY,1579969510
451,kautokeino,69.01,23.04,8.78,90,98,9.33,NO,1579969510
452,beberibe,-4.18,-38.13,86.0,81,5,5.99,BR,1579969510
453,cabra,37.47,-4.44,52.0,76,100,1.01,ES,1579969510
454,plettenberg bay,-34.05,23.37,70.86,83,13,2.01,ZA,1579969510
455,sterling,39.01,-77.43,48.99,93,90,1.48,US,1579969510
456,verkhnyaya inta,65.98,60.31,-3.01,97,99,4.14,RU,1579969510
457,la ronge,55.1,-105.28,24.73,96,100,4.76,CA,1579969511
458,tiznit,29.58,-9.5,56.26,56,38,12.8,MA,1579969511
459,campo maior,-4.83,-42.17,90.93,49,29,4.5,BR,1579969511
460,datong,40.09,113.29,15.24,75,0,1.39,CN,1579969511
461,vila franca do campo,37.72,-25.43,63.0,80,96,5.01,PT,1579969419
462,kawerau,-38.1,176.7,64.99,99,84,2.48,NZ,1579969511
463,swan hill,-35.34,143.55,68.0,67,0,5.01,AU,1579969512
464,zhigansk,66.77,123.37,-35.81,92,79,12.48,RU,1579969512
465,tramore,52.16,-7.15,46.99,83,80,5.01,IE,1579969512
466,rafraf,37.19,10.18,62.22,53,100,4.5,TN,1579969512
467,jiuquan,39.74,98.52,18.1,30,34,5.26,CN,1579969512
468,oyo,7.85,3.93,96.71,5,94,7.2,NG,1579969512
469,rorvik,64.86,11.24,33.01,93,100,5.01,NO,1579969512
470,eskisehir,39.78,30.52,32.88,60,0,7.85,TR,1579969417
471,puerto leguizamo,-0.19,-74.78,79.86,92,100,1.99,CO,1579969512
472,kihei,20.79,-156.47,70.0,78,0,5.01,US,1579969386
473,vadnagar,23.78,72.63,68.07,33,0,6.15,IN,1579969513
474,asau,46.43,26.4,37.99,56,0,5.01,RO,1579969385
475,trairi,-3.28,-39.27,91.83,46,45,9.86,BR,1579969513
476,riyadh,24.69,46.72,56.57,31,0,13.62,SA,1579969442
477,bugiri,0.57,33.74,76.3,65,100,3.4,UG,1579969513
478,walvis bay,-22.96,14.51,69.01,85,0,5.01,NA,1579969513
479,yining,29.04,114.56,39.81,95,100,4.38,CN,1579969513
480,genhe,50.78,121.52,-16.71,99,59,4.45,CN,1579969513
481,moshupa,-24.78,25.42,78.8,57,40,6.93,BW,1579969513
482,filingue,14.35,3.32,92.46,4,0,19.71,NE,1579969514
483,houma,29.6,-90.72,57.0,62,1,5.28,US,1579969514
484,whitianga,-36.83,175.7,64.0,92,97,3.0,NZ,1579969514
485,bubaque,11.28,-15.83,79.0,72,61,8.01,GW,1579969514
486,dalvik,65.97,-18.53,30.2,86,90,36.91,IS,1579969514
487,denpasar,-8.65,115.22,77.45,82,42,3.33,ID,1579969514
488,bryan,30.67,-96.37,57.99,87,40,6.93,US,1579969514
489,cibitoke,-2.88,29.25,67.55,91,92,0.51,BI,1579969514
490,leningradskiy,69.38,178.42,-14.55,89,95,3.11,RU,1579969514
491,ekibastuz,51.67,75.37,12.88,80,30,19.86,KZ,1579969515
492,vodnyy,63.5,53.41,-4.34,99,100,3.71,RU,1579969515
493,ubud,-8.51,115.27,75.56,87,80,1.7,ID,1579969515
494,sovetsk,55.08,21.88,38.91,84,84,9.84,RU,1579969283
495,cedar city,37.68,-113.06,27.54,74,68,6.51,US,1579969459
496,huilong,31.81,121.66,51.01,95,100,15.93,CN,1579969515
497,port-cartier,50.03,-66.87,12.99,77,0,1.01,CA,1579969515
498,ugoofaaru,5.67,73.0,82.9,72,100,5.82,MV,1579969515
499,san antonio,29.42,-98.49,62.01,76,90,5.82,US,1579969408
500,okhotsk,59.38,143.3,-22.68,67,0,14.05,RU,1579969522
501,tezu,27.92,96.17,51.62,67,0,3.78,IN,1579969522
502,sola,-13.88,167.55,81.61,80,1,13.29,VU,1579969522
503,dabat,12.98,37.77,65.53,23,17,6.46,ET,1579969522
504,bolshaya glushitsa,50.24,43.59,35.01,89,100,8.01,RU,1579969522
505,noumea,-22.28,166.46,79.0,94,100,21.27,NC,1579969522
506,blairmore,49.6,-114.44,35.6,69,20,5.82,CA,1579969522
507,hofn,64.25,-15.21,37.4,69,90,13.87,IS,1579969522
508,isla vista,34.41,-119.86,55.99,93,40,5.95,US,1579969523
509,eirunepe,-6.66,-69.87,89.28,55,100,1.81,BR,1579969523
510,eyl,7.98,49.82,79.21,86,2,20.98,SO,1579969389
511,saint-pierre,-21.34,55.48,77.0,83,75,20.8,RE,1579969523
512,jiwani,25.05,61.74,72.28,77,0,12.71,PK,1579969523
513,guiratinga,-16.35,-53.76,86.22,59,0,6.76,BR,1579969523
514,antsohihy,-14.88,47.99,80.56,87,41,3.36,MG,1579969523
515,kota,25.18,75.83,59.94,35,0,2.57,IN,1579969523
516,yendi,9.44,-0.01,101.16,3,0,8.32,GH,1579969523
517,kajaani,64.17,27.67,18.52,90,3,7.54,FI,1579969524
518,half moon bay,37.46,-122.43,55.0,100,90,2.62,US,1579969524
519,port augusta,-32.5,137.77,64.99,67,0,1.99,AU,1579969524
520,vostok,46.49,135.88,-14.13,93,5,5.23,RU,1579969524
521,tomatlan,19.93,-105.25,68.05,87,100,2.66,MX,1579969524
522,greenwood,34.17,-82.12,48.99,81,1,12.75,US,1579969524
523,odweyne,9.41,45.06,71.92,64,100,14.36,SO,1579969524
524,pedregulho,-20.26,-47.48,77.61,68,0,6.4,BR,1579969524
525,hengyang,26.89,112.61,43.29,94,100,6.35,CN,1579969524
526,nguru,12.88,10.45,84.33,10,20,18.21,NG,1579969525
527,tilichiki,60.47,166.1,24.64,84,100,25.55,RU,1579969525
528,opuwo,-18.06,13.84,88.84,26,80,1.36,NA,1579969525
529,binon-an,11.39,123.14,78.21,88,4,4.43,PH,1579969525
